,product_id,brand,title,price,category,rating,image_url,product_url,clusters
1876,B01HIUTE1U,Champion,"mens Hoodie, Powerblend, Fleece Striped Sweatshirt for Men (Reg. Or Big & Tall) Hooded Sweatshirt",35.3,Most-Loved Fashion,4.7,https://m.media-amazon.com/images/I/81dSGqOfWYL._AC_UL320_.jpg,https://www.amazon.ae/dp/B01HIUTE1U,10
1877,B013GFM2LK,Teva,MUSH II Men's Flip-Flop,84.55,Most-Loved Fashion,4.6,https://m.media-amazon.com/images/I/61A8+G4B9+L._AC_UL320_.jpg,https://www.amazon.ae/dp/B013GFM2LK,10
1878,B07WWJXNYQ,Florsheim,Medfield Cap Toe Oxford mens Oxford,538.07,Most-Loved Fashion,4.6,https://m.media-amazon.com/images/I/81vrXoQJaML._AC_UL320_.jpg,https://www.amazon.ae/dp/B07WWJXNYQ,10
1879,B07RD9WRVH,M MOOHAM,"Lava Rock Bracelet, Natural Tiger Eye Black Lava Rock Stone Mens Anxiety Bracelets, Adjustable Aromatherapy Essential Oil Diffuser Healing Bracelet Grandpa Gifts Unique Gifts for Men, Women",45.5,Most-Loved Fashion,4.5,https://m.media-amazon.com/images/I/61Z8dgLLhHL._AC_UL320_.jpg,https://www.amazon.ae/dp/B07RD9WRVH,1
1880,B08D7PP7L4,Storite,RFID PU Leather Card Holder Wallet | 12 Slot Credit & Debit Card Organizer with Money Zipper Coin Purse for Men & Women – Brown (10.75 x 8 x 2.5 cm),54,Most-Loved Fashion,4.4,https://m.media-amazon.com/images/I/81BcYEPKnEL._AC_UL320_.jpg,https://www.amazon.ae/dp/B08D7PP7L4,3
1881,B07VGBS8GV,SHEKINI,Women's One Piece Ruffle Swimsuit Tie Knot Front Ruched Vintage Swimdress,36.92,Most-Loved Fashion,4.4,https://m.media-amazon.com/images/I/61Pe1yT0u2L._AC_UL320_.jpg,https://www.amazon.ae/dp/B07VGBS8GV,10
1882,B07GYN4HW1,Toughergun,Small Compact Bifold Wallet Genuine Leather RFID Blocking for Women with ID Window,63.09,Most-Loved Fashion,4.5,https://m.media-amazon.com/images/I/711Gea8W+2L._AC_UL320_.jpg,https://www.amazon.ae/dp/B07GYN4HW,3
1883,B07GNCB7BM,Secdtie,Men's Classic Solid Color Ties Soft Business Casual Attire Suit Neckties,30.28,Most-Loved Fashion,4.4,https://m.media-amazon.com/images/I/61ZKm9Mj7AL._AC_UL320_.jpg,https://www.amazon.ae/dp/B07GNCB7BM,0
1884,B07CYXZTSR,Centrino,Brown Men's Shoes,23.82,Most-Loved Fashion,3.5,https://m.media-amazon.com/images/I/7137xGl01uL._AC_UL320_.jpg,https://www.amazon.ae/dp/B07CYXZTSR,10
1885,B00YU4H8Y8,PRINCESS CUTENESS STORE,The Vampire Diaries Elena Gilbert Opening Vervain Locket Pendant Necklace,19.89,Most-Loved Fashion,4.4,https://m.media-amazon.com/images/I/71eCVVxBs+L._AC_UL320_.jpg,https://www.amazon.ae/dp/B00YU4H8Y8,10
1886,B07KLXK1Q8,MARK RYDEN,"Travel Backpack for Men, 40L Airline Approved Carry on Backpack",240.75,Most-Loved Fashion,4.6,https://m.media-amazon.com/images/I/61xlfs8iZTL._AC_UL320_.jpg,https://www.amazon.ae/dp/B07KLXK1Q8,10
1887,B07S6NP28Q,YIANNA,Waist Trainer Women 4 Hooks Latex Tummy Control Corset Body Shaper Cincher Girdle For Slimming Sport,159.5,Most-Loved Fashion,4.2,https://m.media-amazon.com/images/I/71mizBicggL._AC_UL320_.jpg,https://www.amazon.ae/dp/B07S6NP28Q,10
1888,B07ZQFLRY6,adidas,Eezay Flip Flop mens Sandals,59.5,Most-Loved Fashion,3.9,https://m.media-amazon.com/images/I/51lIWAB-uuL._AC_UL320_.jpg,https://www.amazon.ae/dp/B07ZQFLRY6,10
1889,B0B9C4FHBT,Utopia Wear,mens Sweater T-Shirt,62.89,Most-Loved Fashion,4.5,https://m.media-amazon.com/images/I/71kI64GDxJL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0B9C4FHBT,10
1890,B0828MYG9M,Gildan,Men's T-Shirt (Pack of 10),201.8,Most-Loved Fashion,4.5,https://m.media-amazon.com/images/I/61vYJoJZEGL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0828MYG9M,10
1891,B01GH5GM5S,Under Armour,mens Tech Golf Polo Short Sleeves MNS Polo Shirt (pack of 1),178.98,Most-Loved Fashion,4.6,https://m.media-amazon.com/images/I/71EV1E1ohQL._AC_UL320_.jpg,https://www.amazon.ae/dp/B01GH5GM5S,10
1892,B00HR0WO4G,Skechers,Skechers,311.26,Most-Loved Fashion,4.3,https://m.media-amazon.com/images/I/611cuK21GqL._AC_UL320_.jpg,https://www.amazon.ae/dp/B00HR0WO4G,10
1893,B083N2253Y,Casio,AE1200WH Series | Men’s Digital Watch | 100M WR | Multi Alarms | 100 SEC Stopwatch | Countdown Timer | World Map for World Time | LED Light | LC Analog Display | 10 Year Battery,142.14,Most-Loved Fashion,4.6,https://m.media-amazon.com/images/I/61esbYX+73L._AC_UL320_.jpg,https://www.amazon.ae/dp/B083N2253Y,10
1894,B09BF6MTXP,G4Free,Small Sling Bag Shoulder Backpacks Gym Bags Chest Rucksack Crossbody Daypacks for Hiking Outdoor,38.76,Most-Loved Fashion,4.4,https://m.media-amazon.com/images/I/71UPAsl+DwL._AC_UL320_.jpg,https://www.amazon.ae/dp/B09BF6MTXP,7
1895,B00QBTTP46,iStrap,Uhrenarmbänder - Krokodilmuster Echtes Leder Männer Frauen - Bereitstellungsschnalle mit Druckknopf Armband - 18mm 19mm 20mm 21mm 22mm 24mm - Schwarz Braun,61.01,Most-Loved Fashion,4.3,https://m.media-amazon.com/images/I/61avXGfeGCL._AC_UL320_.jpg,https://www.amazon.ae/dp/B00QBTTP46,10
1896,B0BP1XYLPR,Meetbelify,"Kids Backpack for Gilrs School Mermaid Backpacks with Lunch Box for Elementary Kindergarten Cute 4 in 1 Bookbag for Girls, A Blue Mermaid Tail Bag, Backpack",192.32,Most-Loved Fashion,4.8,https://m.media-amazon.com/images/I/91lipDejFAL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0BP1XYLPR,7
1897,B07N83C1D6,PUMA,Men's Evercat Dillon 2.0 Stretch Fit Cap Baseball Cap,42,Most-Loved Fashion,4.5,https://m.media-amazon.com/images/I/71Fdr1s6NxL._AC_UL320_.jpg,https://www.amazon.ae/dp/B07N83C1D6,10
1898,B086YRCPPX,Parlovable,Women's Faux Fur Slippers Fuzzy Flat Spa Fluffy Open Toe House Shoes Indoor Outdoor Slip on Memory Foam Slide Sandals,112.19,Most-Loved Fashion,4.6,https://m.media-amazon.com/images/I/51sw6A0hdEL._AC_UL320_.jpg,https://www.amazon.ae/dp/B086YRCPPX,10
1899,B0864LVC8R,JACK & JONES,mens Jjenoa Tee Ss Crew Neck Noos T-Shirt (pack of 1),47,Most-Loved Fashion,4.2,https://m.media-amazon.com/images/I/61kbyc996LL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0864LVC8R,10
1900,B08GZNPDYM,Fruit of the Loom,"mens Tag Free Woven Boxer Shorts, Relaxed Fit, Moisture Wicking, Assorted Color Multipacks",92.2,Most-Loved Fashion,4.5,https://m.media-amazon.com/images/I/91IbT9iZJpL._AC_UL320_.jpg,https://www.amazon.ae/dp/B08GZNPDYM,10
1901,B08HR2HRV9,J.Rosée,Swarovski Elements Crystal 18K Gold Plated 925 Sterling Silver Pearl Pendant Necklace for Women Ladies Girls Gift Package J.Rosée Fashion Jewelry JR465,84.24,Most-Loved Fashion,3.7,https://m.media-amazon.com/images/I/61yZbmIr1JL._AC_UL320_.jpg,https://www.amazon.ae/dp/B08HR2HRV9,1
1902,B08BG4YH2D,adidas,CORERACER mens Shoes,112,Most-Loved Fashion,4,https://m.media-amazon.com/images/I/71CaqCa9NJL._AC_UL320_.jpg,https://www.amazon.ae/dp/B08BG4YH2D,10
1903,B00CAXS2Q4,Hanes,Men's Knit Boxers pack of 5 Boxers (pack of 5),197,Most-Loved Fashion,4.6,https://m.media-amazon.com/images/I/81fV-JekiYL._AC_UL320_.jpg,https://www.amazon.ae/dp/B00CAXS2Q4,10
1904,B0039N480I,Casio,"Watch For Men Quartz, Analog-Digital Display",326.12,Most-Loved Fashion,4.6,https://m.media-amazon.com/images/I/71SfEYT6DlL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0039N480I,10
1905,B09HZFXMPT,adidas,Adilette Clogs Unisex Slides,146.01,Most-Loved Fashion,4.3,https://m.media-amazon.com/images/I/412PwkQUoCL._AC_UL320_.jpg,https://www.amazon.ae/dp/B09HZFXMPT,10
1906,B083RPRMGS,Baosha,Stylish Leather Men Weekender Travel Duffel Bag Backpack Hybrid Hiking Rucksack Overnight Bag Convertible HB-26,343.35,Most-Loved Fashion,4.5,https://m.media-amazon.com/images/I/71Wb6cMR+3L._AC_UL320_.jpg,https://www.amazon.ae/dp/B083RPRMGS,7
1907,B07TD9PLY4,Nautica,womens Diver Nylon Small Womens Crossbody Bag Purse With Adjustable Shoulder Strap Cross Body,64.08,Most-Loved Fashion,4.6,https://m.media-amazon.com/images/I/71ER+Q6qmAL._AC_UL320_.jpg,https://www.amazon.ae/dp/B07TD9PLY4,2
1908,B01MXXIF3W,Skechers,"Men Expected Gomel Slip-On Loafer , Grey , 47.5 EU",373.45,Most-Loved Fashion,4.4,https://m.media-amazon.com/images/I/81YKUwfhMyL._AC_UL320_.jpg,https://www.amazon.ae/dp/B01MXXIF3W,10
1909,B086L77BVP,Hanes,"Men's Tagless Boxer Underwear, Exposed Waistband, Multi-packs Available",154.49,Most-Loved Fashion,4.6,https://m.media-amazon.com/images/I/81d4PSIol4L._AC_UL320_.jpg,https://www.amazon.ae/dp/B086L77BVP,10
1910,B079FM844N,sponeed,Men's Cycling Shorts Padded Bicycle Riding Pants Bike Biking Clothes Cycle Wear Tights,223.29,Most-Loved Fashion,4.5,https://m.media-amazon.com/images/I/81Ng3sxWYiL._AC_UL320_.jpg,https://www.amazon.ae/dp/B079FM844N,10
1911,B006QPX8MK,TRG the One,TRG Shoe cream,60,Most-Loved Fashion,4.4,https://m.media-amazon.com/images/I/71g-HFWrvtL._AC_UL320_.jpg,https://www.amazon.ae/dp/B006QPX8MK,10
1912,B014HRX8LY,Timberland,Men's 38 MM Boot Leather Belt,79,Most-Loved Fashion,4.6,https://m.media-amazon.com/images/I/71bkpiQSoXL._AC_UL320_.jpg,https://www.amazon.ae/dp/B014HRX8LY,10
1913,B07T4Q7QW1,Timberland,Women's Leather RFID Zip Around Wallet Clutch with Wristlet Strap,115.25,Most-Loved Fashion,4.6,https://m.media-amazon.com/images/I/71AMUxhwBvL._AC_UL320_.jpg,https://www.amazon.ae/dp/B07T4Q7QW,3
1914,B083FR4Z86,Clarks,Whiddon Step mens Loafer,287.24,Most-Loved Fashion,4.3,https://m.media-amazon.com/images/I/71pmeBadtwL._AC_UL320_.jpg,https://www.amazon.ae/dp/B083FR4Z86,10
1915,B09YCVFMB1,WONHOX,"Large Travel Backpack Women, Carry On Backpack,Hiking Backpack Waterproof Outdoor Sport Rucksack Casual Daypack School Bag …",76.23,Most-Loved Fashion,4.6,https://m.media-amazon.com/images/I/71-B06+aFbL._AC_UL320_.jpg,https://www.amazon.ae/dp/B09YCVFMB,7
1916,B07663R4PJ,Fjällräven,Fjallraven Kanken Classic Backpack One Size Forest Green,264,Most-Loved Fashion,4.6,https://m.media-amazon.com/images/I/81abwAIYdYL._AC_UL320_.jpg,https://www.amazon.ae/dp/B07663R4PJ,0
1917,B00VTVBHQK,Fruit of the Loom,"Men's Undershirt (Pack of 4), White, L",127.1,Most-Loved Fashion,4.6,https://m.media-amazon.com/images/I/51sc3-LB+hL._AC_UL320_.jpg,https://www.amazon.ae/dp/B00VTVBHQK,10
1918,B00S875YJ4,Casio,Men's Digital Watch,105.68,Most-Loved Fashion,4.3,https://m.media-amazon.com/images/I/71-Mp-ecHwL._AC_UL320_.jpg,https://www.amazon.ae/dp/B00S875YJ4,10
1919,B07SYPB2L9,Physix Gear Sport,"No Show Socks for Men & Women-Low Cut Socks,Breathable Liner Socks,Non-Slip Footie Socks for Flat Sneaker",41.95,Most-Loved Fashion,4.3,https://m.media-amazon.com/images/I/6173P3soixL._AC_UL320_.jpg,https://www.amazon.ae/dp/B07SYPB2L9,10
1920,B0B15HGZQB,Shining Diva Fashion,"Latest Stylish Traditional Oxidised Silver Necklace Jewellery Set for Women (13110s), One Size",16,Most-Loved Fashion,4,https://m.media-amazon.com/images/I/71tOKFnZY9L._AC_UL320_.jpg,https://www.amazon.ae/dp/B0B15HGZQB,1
1921,B0B7H4HQ95,CRZ YOGA,Butterluxe High Waisted Lounge Leggings 28'' - Workout Yoga Pants for Women Buttery Soft,106.2,Most-Loved Fashion,4.5,https://m.media-amazon.com/images/I/613tc8WlhNL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0B7H4HQ9,10
1922,B07T2F1VFJ,Timberland,Leather RFID Flap Wallet Clutch Organizer,114,Most-Loved Fashion,4.5,https://m.media-amazon.com/images/I/71+rclb7msL._AC_UL320_.jpg,https://www.amazon.ae/dp/B07T2F1VFJ,3
1923,B081JQ4C24,ZAVERI PEARLS,Kadaa For Women (Pink) (Zpfk9212),27.96,Most-Loved Fashion,4,https://m.media-amazon.com/images/I/51+T3C4PC6L._AC_UL320_.jpg,https://www.amazon.ae/dp/B081JQ4C24,10
1924,B07QW1ZX3Z,PAVOI,14K Gold Plated 925 Sterling Silver Post Lightweight Hoops | 20mm - 30mm Earring | Gold Hoop Earrings for Women,74.97,Most-Loved Fashion,4.5,https://m.media-amazon.com/images/I/61SrZPgy1xL._AC_UL320_.jpg,https://www.amazon.ae/dp/B07QW1ZX3Z,1
1925,B07TLF94G1,Urban Classics,Mens Basic Tee 3-pack T-Shirt,126.79,Most-Loved Fashion,4.2,https://m.media-amazon.com/images/I/51BQVyxiFwL._AC_UL320_.jpg,https://www.amazon.ae/dp/B07TLF94G,10
1926,B002NGNR2W,Casio,Edifice Men's Black Dial Stainless Steel Analog Watch,414.75,Most-Loved Fashion,4.4,https://m.media-amazon.com/images/I/61DRTh8Md8L._AC_UL320_.jpg,https://www.amazon.ae/dp/B002NGNR2W,9
1928,B00ULNHS9M,Samsonite,"S'Cure - Spinner S Carry-On Luggage, 55 cm, 34 L, Silver (Silver)",650.35,Most-Loved Fashion,4.6,https://m.media-amazon.com/images/I/81UP5rx+c6L._AC_UL320_.jpg,https://www.amazon.ae/dp/B00ULNHS9M,4
1929,B07CFHHCY7,JACK & JONES,Mens Mens Jjipaul Jjflake Akm 542 Noos Trousers,62.33,Most-Loved Fashion,4.3,https://m.media-amazon.com/images/I/61dY9Y972OL._AC_UL320_.jpg,https://www.amazon.ae/dp/B07CFHHCY7,10
1930,B001AE7ZQC,Wrangler,Men's Cowboy Cut Rigid Slim Fit Jean,403,Most-Loved Fashion,4.3,https://m.media-amazon.com/images/I/61FZU45cRyL._AC_UL320_.jpg,https://www.amazon.ae/dp/B001AE7ZQC,10
1931,B0892MM95F,J.Rosée,Swarovski Elements Crystal 18K Gold Plated 925 Sterling Silver Heart Pendant Necklace For Women Ladies Girls Gift Package J.Rosée Fashion Jewelry Jr889,82,Most-Loved Fashion,4.7,https://m.media-amazon.com/images/I/61B4QBt--7L._AC_UL320_.jpg,https://www.amazon.ae/dp/B0892MM95F,1
1932,B07HP2584X,patu,"Mini Zipper Mesh Bags, 4"" x 5"", Size S / A7, 5 Pieces, Beauty Makeup Lipstick Cosmetic Accessories Organizer, Small Travel Kit Storage Pouch, Black",35,Most-Loved Fashion,4.7,https://m.media-amazon.com/images/I/714YXxwXu7L._AC_UL320_.jpg,https://www.amazon.ae/dp/B07HP2584X,7
1933,B07ZYZGH8G,ZAVERI PEARLS,Jewellery Set For Women (Green) (Zpfk8983),27.86,Most-Loved Fashion,3.9,https://m.media-amazon.com/images/I/71yqFrgW3QL._AC_UL320_.jpg,https://www.amazon.ae/dp/B07ZYZGH8G,10
1934,B0BLSMR1T2,CHANCHY,"Stainless Steel Band for Apple Watch Ultra Band 49mm 45mm 44mm 42mm 38mm 40mm 41mm, Metal Strap with Folding Clasp for Apple Watch Series 8 7 6 5 4 3 2 1 for Men (Black, 49mm 45mm 44mm 42mm)",88,Most-Loved Fashion,4.4,https://m.media-amazon.com/images/I/71rUd7wgp4L._AC_UL320_.jpg,https://www.amazon.ae/dp/B0BLSMR1T,9
1935,B007VJ5XAU,Samsonite,Luggage Leather Slim Briefcase,727.91,Most-Loved Fashion,4.3,https://m.media-amazon.com/images/I/71RIyQmzN-L._AC_UL320_.jpg,https://www.amazon.ae/dp/B007VJ5XAU,10
1936,B0BGGVTSJ2,adidas,"Duramo 10 Grey Women Shoes, 37 1/3 EU",155.22,Most-Loved Fashion,4.5,https://m.media-amazon.com/images/I/51pqxMAHVtL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0BGGVTSJ,10
1937,B08PKK39MY,Nike,Victori One Slide unisex-adult SLIDES,119.63,Most-Loved Fashion,4.5,https://m.media-amazon.com/images/I/61ArCoh68sL._AC_UL320_.jpg,https://www.amazon.ae/dp/B08PKK39MY,10
1938,B07794ZWX9,Skechers,NAMPA womens Food Service Shoe,149.97,Most-Loved Fashion,4,https://m.media-amazon.com/images/I/81SMi768KsL._AC_UL320_.jpg,https://www.amazon.ae/dp/B07794ZWX9,10
1939,B0C5JZMCFC,Crocs,Unisex Adult 205182-410 Literide Flip,124.87,Most-Loved Fashion,4.6,https://m.media-amazon.com/images/I/51EiONj3oBL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0C5JZMCFC,0
1940,B08BMGCHWQ,Quiksilver,Carver Suede Men's Flip-Flop,99,Most-Loved Fashion,4.3,https://m.media-amazon.com/images/I/71WEhgrCIIL._AC_UL320_.jpg,https://www.amazon.ae/dp/B08BMGCHWQ,10
1941,B0B3DMDH2S,ZOMAKE,Metal Shoe Horn - Long Handle Shoehorn 42 CM Stainless Steel Shoes Helper Stick Short Handle 19 CM Mini Shoe Spoon Lifter 10 CM for Men Women Seniors Kids(3 Pack),55.9,Most-Loved Fashion,4.6,https://m.media-amazon.com/images/I/61ybXuDep7L._AC_UL320_.jpg,https://www.amazon.ae/dp/B0B3DMDH2S,10
1942,B079K5MR9X,Naturalizer,Flexy womens Ballet Flat,177.71,Most-Loved Fashion,4.3,https://m.media-amazon.com/images/I/81d6SzhGsGL._AC_UL320_.jpg,https://www.amazon.ae/dp/B079K5MR9X,10
1943,B007BHF5QE,Ray-Ban,Ray-Ban RB4175 Clubmaster Oversized Square Sunglasses,457,Most-Loved Fashion,4.6,https://m.media-amazon.com/images/I/51wmI4aK2oL._AC_UL320_.jpg,https://www.amazon.ae/dp/B007BHF5QE,10
1944,B0874WWWZN,Under Armour,Mens Heatgear Armour Short Sleeve Compression T-shirt,95.1,Most-Loved Fashion,4.6,https://m.media-amazon.com/images/I/61O36Rj+FIL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0874WWWZN,10
1945,B0B7CMR8V4,PUMA,Rapido III mens Football Shoe,155,Most-Loved Fashion,4,https://m.media-amazon.com/images/I/71dtngVRNXL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0B7CMR8V4,10
1946,B07DJ4C6KM,RUSTIC TOWN,14 inch Vintage Crossbody Genuine Leather Laptop Messenger Bag,255,Most-Loved Fashion,4.3,https://m.media-amazon.com/images/I/815KFVz2IHL._AC_UL320_.jpg,https://www.amazon.ae/dp/B07DJ4C6KM,10
1947,B017YKW1PU,ShineGlitz,"Shawls and Wraps for Evening Dresses, Women's Dressy Evening Wear",24,Most-Loved Fashion,4.3,https://m.media-amazon.com/images/I/71A76iFmueL._AC_UL320_.jpg,https://www.amazon.ae/dp/B017YKW1PU,10
1948,B0CB12M3N3,Cooper & Nelson,"Men's Suit Slim Fit, 3 Piece Suits for Men, One Button Solid Jacket Vest Pants with Tie, Tuxedo Set",546,Most-Loved Fashion,4.2,https://m.media-amazon.com/images/I/61Rk7SqODxL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0CB12M3N3,10
1949,B00MOUVMAQ,Russell Athletic,"Men's Shirt, White, XL",46.93,Most-Loved Fashion,4.4,https://m.media-amazon.com/images/I/615N1qzUGQL._AC_UL320_.jpg,https://www.amazon.ae/dp/B00MOUVMAQ,10
1950,B07T7Y91ZX,Nike,Air Max Excee unisex-child Women Athletic & Outdoor Shoes,188.9,Most-Loved Fashion,4.4,https://m.media-amazon.com/images/I/61cE4FW44WL._AC_UL320_.jpg,https://www.amazon.ae/dp/B07T7Y91ZX,10
1951,B001TQZ7VG,Travelon,"Anti-theft Classic Travel Bag Sling Tote, Travelon Anti-theft Classic Travel Bag",165,Most-Loved Fashion,4.5,https://m.media-amazon.com/images/I/91zOPY2OArL._AC_UL320_.jpg,https://www.amazon.ae/dp/B001TQZ7VG,0
1952,B073K3GDDP,Cole Haan,Zerogrand Wing Ox Leather mens Sneaker,289,Most-Loved Fashion,4.5,https://m.media-amazon.com/images/I/61cXCZYYwvL._AC_UL320_.jpg,https://www.amazon.ae/dp/B073K3GDDP,10
1953,B01FGC82TC,Skechers,Men's Relaxed Fit: Harper - Forde Loafer,245,Most-Loved Fashion,4.4,https://m.media-amazon.com/images/I/519QJ2WK2TS._AC_UL320_.jpg,https://www.amazon.ae/dp/B01FGC82TC,10
1954,B0CRYWCD2B,KANASTAL,"Polarized Sunglasses for Women and Men, Metal Frame Sun Glasses Retro Shades for Mens Driving Outdoor Military Style 100% UV400 Protection",47.26,Most-Loved Fashion,4,https://m.media-amazon.com/images/I/61Z1RQE6mML._AC_UL320_.jpg,https://www.amazon.ae/dp/B0CRYWCD2B,10
1955,B00W04L67A,Jockey,Men's Trunk Fashion Trunk,37,Most-Loved Fashion,4,https://m.media-amazon.com/images/I/81IRzUs95dL._AC_UL320_.jpg,https://www.amazon.ae/dp/B00W04L67A,10
1956,B000KA07OO,Birkenstock,Women's Classic Madrid Birko-Flor Mules,359,Most-Loved Fashion,4.4,https://m.media-amazon.com/images/I/61-y7-WQiNL._AC_UL320_.jpg,https://www.amazon.ae/dp/B000KA07OO,0
1957,B000NOR7PY,WENGER,"Pegasus 17"" Laptop Backpack Laptop Backpack",269,Most-Loved Fashion,4.6,https://m.media-amazon.com/images/I/81ViyYDKuwL._AC_UL320_.jpg,https://www.amazon.ae/dp/B000NOR7PY,10
1958,B08754TFMV,JACK & JONES,mens Regular Fit Pants M Jeans (pack of 1),67,Most-Loved Fashion,4.4,https://m.media-amazon.com/images/I/71jir1R6l0L._AC_UL320_.jpg,https://www.amazon.ae/dp/B08754TFMV,10
1959,B07CC61F2D,Amazon Basics,"Carry on Hardside Spinner with TSA Lock - 21-Inch (53cm), Material: Polycarbonate, Navy Blue",172.01,Most-Loved Fashion,4.4,https://m.media-amazon.com/images/I/71Zowqwo4aL._AC_UL320_.jpg,https://www.amazon.ae/dp/B07CC61F2D,4
1960,B073H9YM9Q,Lee,Men's Total Freedom Stretch Relaxed Fit Flat Front Pant Casual Pants,142.83,Most-Loved Fashion,4.4,https://m.media-amazon.com/images/I/81vUjSo8p9L._AC_UL320_.jpg,https://www.amazon.ae/dp/B073H9YM9Q,10
1961,B00AZJFCTU,GUESS,Basic Small Oval Logo Hoop Earrings,46,Most-Loved Fashion,4.3,https://m.media-amazon.com/images/I/71VrmJv4pEL._AC_UL320_.jpg,https://www.amazon.ae/dp/B00AZJFCTU,10
1962,B010283VZU,Hanes,Men's Beefy Long Sleeve Henley Shirt,112.44,Most-Loved Fashion,4.5,https://m.media-amazon.com/images/I/71cU9pZKrkL._AC_UL320_.jpg,https://www.amazon.ae/dp/B010283VZU,10
1963,B00GSOFBI8,Fruit of the Loom,mens V-neck T-shirt(pack of 3) V-neck T-shirt(pack of 3) (pack of 3),90,Most-Loved Fashion,4.4,https://m.media-amazon.com/images/I/41clYE48gzL._AC_UL320_.jpg,https://www.amazon.ae/dp/B00GSOFBI8,10
1964,B074JJJQ7Y,New Balance,mens Nb3017-4 Performance 5” No Fly Boxer Briefs 4-Pack (pack of 4),112.91,Most-Loved Fashion,4.6,https://m.media-amazon.com/images/I/71qg2O9WAWL._AC_UL320_.jpg,https://www.amazon.ae/dp/B074JJJQ7Y,10
1965,B071XCQ76K,Smallshow,Women's Maternity Nursing Tops Short Sleeve Breastfeeding Clothes,151,Most-Loved Fashion,4.4,https://m.media-amazon.com/images/I/6114RXKVugL._AC_UL320_.jpg,https://www.amazon.ae/dp/B071XCQ76K,10
1966,B07N1HD711,Kipling,"Class Room Luggage, School Backpack",305.33,Most-Loved Fashion,4.7,https://m.media-amazon.com/images/I/61gtLqw38rL._AC_UL320_.jpg,https://www.amazon.ae/dp/B07N1HD7,4
1967,B07DP514B7,Calvin Klein,Men's BOXER BRIEF 3PK Boxers Briefs,119,Most-Loved Fashion,4.6,https://m.media-amazon.com/images/I/81e2f0P04lL._AC_UL320_.jpg,https://www.amazon.ae/dp/B07DP514B7,10
1968,B0B74X7JP4,Home Prefer,Men's Vintage Mesh Trucker Hat Outdoor Sport Summer Baseball Cap,39.47,Most-Loved Fashion,3.9,https://m.media-amazon.com/images/I/7179zwqd6qL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0B74X7JP4,10
1969,B010FMUYDU,Jockey,Women's Tank Top Tank Top,38,Most-Loved Fashion,4.2,https://m.media-amazon.com/images/I/71JKKYYE4wL._AC_UL320_.jpg,https://www.amazon.ae/dp/B010FMUYDU,10
1970,B09MDKBMF4,PUMA,Kids' Rise Trifold,25,Most-Loved Fashion,4.3,https://m.media-amazon.com/images/I/81W4rY6geqL._AC_UL320_.jpg,https://www.amazon.ae/dp/B09MDKBMF4,10
1971,B09XTZZPHD,Milorde,"Men's Genuine Leather Dress Belt, Handmade, 100% Cow Leather, Fashion & Classic Designs for Work Business and Casual",85,Most-Loved Fashion,4.5,https://m.media-amazon.com/images/I/81ZR4pIEwgL._AC_UL320_.jpg,https://www.amazon.ae/dp/B09XTZZPHD,0
1972,B003EKIQDG,U.S. Polo Assn.,"Mens Quartz Watch, Analog-Digital Display and Leather Strap US5159",106.65,Most-Loved Fashion,4.1,https://m.media-amazon.com/images/I/81razBTL22L._AC_UL320_.jpg,https://www.amazon.ae/dp/B003EKIQDG,9
1973,B08FT5L9DQ,Kuston,Sports Gym Bag with Shoes Compartment &Wet Pocket Gym Duffel Bag Overnight Bag for Men and Women,85.99,Most-Loved Fashion,4.5,https://m.media-amazon.com/images/I/71SUVgnw8ZL._AC_UL320_.jpg,https://www.amazon.ae/dp/B08FT5L9DQ,7
1974,B000MSYTUM,Birkenstock,"arizona Slippers Slides for women, Khaki, 43.5 EU",275,Most-Loved Fashion,4.5,https://m.media-amazon.com/images/I/619aeYjNWSL._AC_UL320_.jpg,https://www.amazon.ae/dp/B000MSYTUM,10
1975,B07KTR21JD,Tommy Hilfiger,"DANIEL Men Watch, Analog",358.45,Most-Loved Fashion,4.4,https://m.media-amazon.com/images/I/81vPzQ6Q3ML._AC_UL320_.jpg,https://www.amazon.ae/dp/B07KTR21JD,9
1976,B08K97BSDF,Shining Diva Fashion,Latest One Gram Gold Plated Set of 8 Traditional Bangles for Women and Girls,25.04,Most-Loved Fashion,4,https://m.media-amazon.com/images/I/81LWpXfWICL._AC_UL320_.jpg,https://www.amazon.ae/dp/B08K97BSDF,1
1977,B07B8D49TG,Crocs,Bayaband Flip unisex-adult Flip-Flop,121.01,Most-Loved Fashion,4.6,https://m.media-amazon.com/images/I/51CkHHy5orL._AC_UL320_.jpg,https://www.amazon.ae/dp/B07B8D49TG,10
